,Star,Paper,Identifier,T_eff,T_eff_err,logg,logg_err,atmosphere,mass,mass_err,RA,Dec,Gaia_designation,parallax,parallax_err,mixing_zone_mass,mag_field,mag_field_err,infrared_excess,gas_component,binary,binary_separation,time_since_acc_ended,origin,comment,log(H/H(e)),log(H/H(e))e,log(He/H(e)),log(He/H(e))e,log(Li/H(e)),log(Li/H(e))e,Acc_rate_Li_steady_state,Sinking_time_Li,mass_fraction_Li,log(Be/H(e)),log(Be/H(e))e,Acc_rate_Be_steady_state,Sinking_time_Be,log(C/H(e)),log(C/H(e))e,Acc_rate_C_steady_state,Sinking_time_C,mass_fraction_C,log(N/H(e)),log(N/H(e))e,Acc_rate_N_steady_state,Sinking_time_N,mass_fraction_N,log(O/H(e)),log(O/H(e))e,Acc_rate_O_steady_state,Acc_rate_O_increasing,Acc_rate_O_decreasing,Sinking_time_O,mass_fraction_O,log(Na/H(e)),log(Na/H(e))e,Acc_rate_Na_steady_state,Acc_rate_Na_increasing,Acc_rate_Na_decreasing,Sinking_time_Na,mass_fraction_Na,log(Mg/H(e)),log(Mg/H(e))e,Acc_rate_Mg_steady_state,Acc_rate_Mg_increasing,Acc_rate_Mg_decreasing,Sinking_time_Mg,mass_fraction_Mg,log(Al/H(e)),log(Al/H(e))e,Acc_rate_Al_steady_state,Acc_rate_Al_increasing,Acc_rate_Al_decreasing,Sinking_time_Al,mass_fraction_Al,log(Si/H(e)),log(Si/H(e))e,Acc_rate_Si_steady_state,Acc_rate_Si_increasing,Acc_rate_Si_decreasing,Sinking_time_Si,mass_fraction_Si,log(P/H(e)),log(P/H(e))e,Acc_rate_P_steady_state,Sinking_time_P,mass_fraction_P,log(S/H(e)),log(S/H(e))e,Acc_rate_S_steady_state,Sinking_time_S,mass_fraction_S,log(Cl/H(e)),log(Cl/H(e))e,Acc_rate_Cl_steady_state,Sinking_time_Cl,mass_fraction_Cl,log(Ar/H(e)),log(Ar/H(e))e,log(K/H(e)),log(K/H(e))e,Acc_rate_K_steady_state,Sinking_time_K,log(Ca/H(e)),log(Ca/H(e))e,Acc_rate_Ca_steady_state,Acc_rate_Ca_increasing,Acc_rate_Ca_decreasing,Sinking_time_Ca,mass_fraction_Ca,log(Sc/H(e)),log(Sc/H(e))e,Acc_rate_Sc_steady_state,Sinking_time_Sc,mass_fraction_Sc,log(Ti/H(e)),log(Ti/H(e))e,Acc_rate_Ti_steady_state,Acc_rate_Ti_increasing,Acc_rate_Ti_decreasing,Sinking_time_Ti,mass_fraction_Ti,log(V/H(e)),log(V/H(e))e,Acc_rate_V_steady_state,Sinking_time_V,mass_fraction_V,log(Cr/H(e)),log(Cr/H(e))e,Acc_rate_Cr_steady_state,Acc_rate_Cr_increasing,Acc_rate_Cr_decreasing,Sinking_time_Cr,mass_fraction_Cr,log(Mn/H(e)),log(Mn/H(e))e,Acc_rate_Mn_steady_state,Acc_rate_Mn_increasing,Acc_rate_Mn_decreasing,Sinking_time_Mn,mass_fraction_Mn,log(Fe/H(e)),log(Fe/H(e))e,Acc_rate_Fe_steady_state,Acc_rate_Fe_increasing,Acc_rate_Fe_decreasing,Sinking_time_Fe,mass_fraction_Fe,log(Co/H(e)),log(Co/H(e))e,Acc_rate_Co_steady_state,Sinking_time_Co,mass_fraction_Co,log(Ni/H(e)),log(Ni/H(e))e,Acc_rate_Ni_steady_state,Acc_rate_Ni_increasing,Acc_rate_Ni_decreasing,Sinking_time_Ni,mass_fraction_Ni,log(Cu/H(e)),log(Cu/H(e))e,Acc_rate_Cu_steady_state,Sinking_time_Cu,mass_fraction_Cu,log(Zn/H(e)),log(Zn/H(e))e,Acc_rate_Zn_steady_state,Sinking_time_Zn,log(Ga/H(e)),log(Ga/H(e))e,Acc_rate_Ga_steady_state,Sinking_time_Ga,mass_fraction_Ga,log(Ge/H(e)),log(Ge/H(e))e,Acc_rate_Ge_steady_state,Sinking_time_Ge,mass_fraction_Ge,log(As/H(e)),log(As/H(e))e,log(Se/H(e)),log(Se/H(e))e,log(Sr/H(e)),log(Sr/H(e))e,Acc_rate_Sr_steady_state,Sinking_time_Sr,mass_fraction_Sr,log(Sn/H(e)),log(Sn/H(e))e,log(I/H(e)),log(I/H(e))e,log(Ba/H(e)),log(Ba/H(e))e,Acc_rate_Total_steady_state,Acc_rate_Total_increasing,Acc_rate_Total_decreasing,total_detections,total_upper_limits,Number of detected elements with error,Number of modellable detected elements with error
1104,SDSS J143253.37+152222.1,Coutu 2019,SDSS J143253.37+152222.1 Coutu 2019,10489,406,8.14,0.16,He,0.67,0.1,218.2223588,15.372804,Gaia DR3 1228332918347939968,4.096681688,0.3860044196,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.92,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1
1105,SDSS J144804.49+104709.1,Coutu 2019,SDSS J144804.49+104709.1 Coutu 2019,6316,47,8.16,0.04,He,0.67,0.03,222.018655,10.78588734,Gaia DR3 1175204104176381696,11.24859393,0.2657148171,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1
1106,SDSS J153946.30+193055.4,Coutu 2019,SDSS J153946.30+193055.4 Coutu 2019,7140,203,8.15,0.13,He,0.67,0.09,234.9428454,19.51549873,Gaia DR3 1210014401793691264,6.016847172,0.4670116036,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.88,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.8,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1
1107,SDSS J171513.63+280403.9,Coutu 2019,SDSS J171513.63+280403.9 Coutu 2019,8328,238,8.16,0.07,He,0.67,0.05,258.8068336,28.06774049,Gaia DR3 4575202298472648576,7.874015748,0.1612003224,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-4.81,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.83,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1
1108,SDSS J223841.06+010150.1,Coutu 2019,SDSS J223841.06+010150.1 Coutu 2019,7135,158,8.15,0.1,He,0.67,0.07,339.6710621,1.030677163,Gaia DR3 2654620329611594496,8.26446281,0.4985998224,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.87,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.93,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1
1109,SDSS J233054.31+280517.4,Coutu 2019,SDSS J233054.31+280517.4 Coutu 2019,6470,228,8.16,0.5,He,0.67,0.33,352.7261589,28.08821331,Gaia DR3 2865936671944556160,4.633920297,1.412937699,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-3.22,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.02,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1
1110,WD 0046+051,Subasavage 2017,WD 0046+051 Subasavage 2017,6130,110,8.16,0.03,He,0.67,0.02,12.29124307,5.388609397,Gaia DR3 2552928187080872832,231.78,0.0183,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2017AJ....154...32S/abstract,,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1111,SDSS J134856.00+364617.5,Blouin 2022,SDSS J134856.00+364617.5 Blouin 2022,7655,105,8.125,0.121,H,0.671,0.076,207.2333828,36.77149069,Gaia DR3 1495496273753583616,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.1059B/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.17,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501187233.6,,,1,0,1,1
1112,J1635+4317,Caron 2023,J1635+4317 Caron 2023,6543,10,8.155,0.002,H,0.671,0.003,248.7559549,43.29342977,Gaia DR3 1405343643196929536,68.99119608,0.016140647,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1113,J1336+3547,Caron 2023,J1336+3547 Caron 2023,6395,22,8.157,0.01,He,0.671,0.009,204.1011363,35.79769515,Gaia DR3 1471788161655374080,16.78814773,0.09121449,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1114,SDSSJ151835.63+050627.5,Blouin 2020,SDSSJ151835.63+050627.5 Blouin 2020,5187,72,8.161,0.056,He,0.672,0.036,229.6484522,5.107628153,Gaia DR3 1156006287558141056,14.63624692,0.2219306,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,,-3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,3
1115,J0044+0418,Caron 2023,J0044+0418 Caron 2023,6018,35,8.159,0.021,He,0.672,0.019,11.21543881,4.305713216,Gaia DR3 2551258990991085184,13.28992282,0.17497139,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1116,J0840+1518,Caron 2023,J0840+1518 Caron 2023,6420,34,8.159,0.028,H,0.673,0.025,130.1124832,15.31134422,Gaia DR3 657673498630210176,10.89394784,0.22105101,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1117,HE 1349-2305,Melis 2012,HE 1349-2305 Melis 2012,18173,,8.13,,He,0.673,,208.1838507,-23.33482955,Gaia DR3 6287259310145684608,7.6182,0.0683,,,,disc,gas,,,,https://ui.adsabs.harvard.edu/abs/2012ApJ...751L...4M/abstract,,-4.9,0.2,,,,,,,,,,,,,,,,,,,,,,-5.6,-1,,,,,,,,,,,,,-6.5,0.2,130000000,,,,1,,,,,,,,-7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3
1118,J1733+3013,Caron 2023,J1733+3013 Caron 2023,7937,23,8.157,0.006,He,0.674,0.006,263.411738,30.22598498,Gaia DR3 4598979924619296384,16.83813422,0.05139117,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1119,J2357+1949,Caron 2023,J2357+1949 Caron 2023,6078,15,8.162,0.007,He,0.674,0.006,359.4613801,19.81830657,Gaia DR3 2822330113802737408,24.90310494,0.08706868,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1120,J0246-0227,Caron 2023,J0246-0227 Caron 2023,6818,10,8.16,0.003,H,0.675,0.004,41.6283388,-2.456516962,Gaia DR3 2495751967528809216,46.5741597,0.04863914,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1121,SDSSJ105826.60+314358.3,Blouin 2020,SDSSJ105826.60+314358.3 Blouin 2020,7173,152,8.159,0.065,He,0.675,0.041,164.6108391,31.73290301,Gaia DR3 736915954478557824,7.705549094,0.23936206,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,,-3.9,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,3
1122,SDSSJ212312.20+001653.5,Blouin 2020,SDSSJ212312.20+001653.5 Blouin 2020,5463,165,8.166,0.363,He,0.675,0.226,320.8007201,0.2815079701,Gaia DR3 2690911738111175936,8.573066847,0.75633657,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,,-3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,3
1123,SDSSJ074450.24+270132.6,Blouin 2020,SDSSJ074450.24+270132.6 Blouin 2020,7829,215,8.16,0.349,He,0.676,0.231,116.2093237,27.02574533,Gaia DR3 875121993405936640,2.681182316,0.59273326,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1881B/abstract,,-4.2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,3
1124,J1022+3904,Caron 2023,J1022+3904 Caron 2023,5774,19,8.167,0.009,He,0.676,0.008,155.7156125,39.07075956,Gaia DR3 755877620910173696,25.56101421,0.08722077,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1125,WD0421+162,Koester 2014,WD0421+162 Koester 2014,19322,262,8.104,0.089,H,0.677,0.049,65.98207229,16.35420058,Gaia DR3 3313606340183243136,22.08826026,0.032218892,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,,,,,,,,,,,-8.3,-1,30902.95433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.5,0.15,186208.7137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1126,J1535+1247,Caron 2023,J1535+1247 Caron 2023,5969,10,8.167,0.003,He,0.677,0.003,233.7742079,12.79588869,Gaia DR3 1193520666521113344,51.94608187,0.034417957,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1127,J1227+6330,Caron 2023,J1227+6330 Caron 2023,7803,101,8.164,0.022,He,0.678,0.019,186.8893957,63.50817948,Gaia DR3 1583921850718408960,10.2495771,0.104609445,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1128,J1518+0506,Caron 2023,J1518+0506 Caron 2023,5192,30,8.171,0.037,He,0.678,0.033,229.6484522,5.107628153,Gaia DR3 1156006287558141056,14.63624692,0.2219306,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1129,SDSSJ0848+3548,Kepler 2021,SDSSJ0848+3548 Kepler 2021,7832,89,8.18,0.04,He,0.678,0.018,132.1167019,52.23954636,Gaia DR3 1029230844528601472,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4646K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.318,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1
1130,J1214-0234,Caron 2023,J1214-0234 Caron 2023,5115,16,8.173,0.01,He,0.679,0.009,183.7349285,-2.567455065,Gaia DR3 3694399755554510720,26.28455199,0.11714886,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1131,J1425-0050,Caron 2023,J1425-0050 Caron 2023,7054,34,8.166,0.017,He,0.679,0.015,216.3184452,-0.8468948643,Gaia DR3 3652865390281317120,14.1474103,0.11785777,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1132,SDSS J101800.81+370840.64,Genest-Beaulieu 2019,SDSS J101800.81+370840.64 Genest-Beaulieu 2019,15034,,8.15,,He,0.679,,154.5034971,37.14463772,Gaia DR3 754117577672241920,,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...882..106G/abstract,,-5.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1133,Ton 345,Wilson 2015,Ton 345 Wilson 2015,19780,250,8.18,0.2,He,0.679,,131.4132581,22.95784752,Gaia DR3 689352219629097856,9.4791,0.0551,5.38E+24,,,disc,gas,,,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.451.3237W/abstract,,-5.1,0.5,,,,,,,,,,,,-4.9,0.2,410000000,473364000000,0.02612130479,-6.3,-1,19000000,473364000000,,-4.25,0.2,3800000000,,,306108720000,0.2420998981,,,,,,,,-4.7,0.15,1600000000,,,378691200000,0.1019367992,-5.7,0.15,190000000,,,378691200000,0.0121049949,-4.8,0.3,1500000000,,,378691200000,0.09556574924,,,,,,-5.4,-1,430000000,378691200000,,,,,,,,,,,,,-5.95,0.1,190000000,,,306108720000,0.0121049949,-7.7,-1,5700000,205124400000,,-7.15,-1,24000000,,,186189840000,,,,,,,-6.4,0.3,160000000,,,167255280000,0.01019367992,-7,0.4,46000000,,,154632240000,0.002930682977,-4.6,0.2,6600000000,,,274551120000,0.4204892966,,,,,,-5.65,0.3,1200000000,,,138853440000,0.07645259939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000000,,,10,4,10,9
1134,G 180-63,Farihi 2009,G 180-63 Farihi 2009,6600,,,,H,0.68,,248.7573333,43.29208889,Gaia DR3 1405343643196929536,14.49,,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2009ApJ...694..805F/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398107170.6,,,0,0,0,0
1135,PB 5858,Coutu 2019,PB 5858 Coutu 2019,9958,331,8.16,0.08,He,0.68,0.05,4.70597499,-0.2013262184,Gaia DR3 2545263281069744512,6.605019815,0.2312193198,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.81,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.28,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1
1136,WD 0157+004,Coutu 2019,WD 0157+004 Coutu 2019,10467,359,8.16,0.1,He,0.68,0.06,30.00837562,0.6717771722,Gaia DR3 2507853291287991808,5.903187721,0.2927200523,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,,-5.9,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.1,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1
