wdid|request|name|wdname|gaiaedr3|icrsra|icrsdec|spectype|teff|Dteff|logg|Dlogg|mass|Dmass|logL|DlogL|age|Dage|loghhe|logche|logch|lognh|logohe|logoh|lognahe|lognah|logmghe|logmgh|logalhe|logalh|logsihe|logsih|logphe|logph|logshe|logsh|logclhe|logcahe|logcah|logsche|logsch|logtihe|logtih|logvhe|logcrhe|logcrh|logmnhe|logmnh|logfehe|logfeh|logcohe|lognihe|lognih|logcuhe|logznhe|loggahe|loggehe|logsrhe|parallax|Dparallax|Dpc|DDpc|variability|ismag|binarity|BD|hasdisk|pmra|pmdec|comp|allnames|velU|velV|velW|B|DB|Mv|V|DV|R|DR|I|DI|J|DJ|H|DH|K|DK|su|Dsu|sg|Dsg|sr|Dsr|si|Dsi|sz|Dsz|PS_g|DPS_g|PS_r|DPS_r|PS_i|DPS_i|PS_z|DPS_z|PS_y|DPS_y|G|DG|BP|RP|EBmV|nbUV|nbOpt
GJ 2152||Gaia EDR3 1739921801713625600|WD 2111+072|1739921801713625600|21 13 29.27|07 27 06.07|DA|6390|16|7.952|0.006|0.562|0.004|-3.74||1.85||||||||||||||||||||||||||||||||||||||||||34.03831908|0.0489868|29.38|||||||318.0715603|117.6650587|H|G 25-20;NLTT 50800;USNO-B1.0 0974-00708407;TIC 321843506;USNO 765;PLX 5102.01;LSPM J2113+0727;WD 2111+072;Gaia DR2 1739921801713625600;2MASS J21132894+0727043;GEN# +9.80025020;LTT 16218;PM J21134+0727;GJ 2152;Gaia EDR3 1739921801713625600;J2113+0727;WDJ211328.93+072704.19;21134+0727;J2113+0727||||16.96||14.2|16.12||15.6||||15.20934|0.00663|14.951|0.076|14.806|0.098|17.03687|0.00792|16.346|0.004|16.055|0.005|15.947|0.005|15.944|0.007|16.29809952|0.003679|16.05520058|0.001965|15.99269962|0.003005|15.98139954|0.007156|15.99940014|0.00926|16.044092|0.002219368|16.293522|15.624249|0.001|0|1
GJ 261||Gaia EDR3 3052844272764398208|WD 0659-063|3052844272764398208|07 01 54.77|-06 28 00.43|DA|6474|10|8.01|0.003|0.596|0.003|-3.6|0.04|1.95||||||||||||||||||||||<-11.287||||||||||||||||||||48.31878474|0.030580536|20.7|||||||-67.46421253|-887.6749731|H|WD 0659-063;GJ 261;CSI-06-06595;PLX 1645.01;NLTT 17322;LFT 507;LP 661-3;LHS 1892;TIC 125202437;WISEA J070154.78-062755.4;Gaia DR2 3052844272764398208;2MASS J07015484-0627452;LTT 2716;L 886-6;WD 0659-064;Gaia EDR3 3052844272764398208;J0701-0628;WDJ070154.84-062746.23;J0701-0627;J0701-0628|-19.7|-37.5|-29.5|15.86||13.86|15.44||15.15||14.86||14.218|0.051|14.355|0.074|14.355|0.074|15.5696|0.00118|||||||||15.56960011|0.001181|15.3295002|0.001753|15.25860023|0.002496|15.25440025|0.001837|15.27019978|0.008823|15.300834|0.002181664|15.540027|14.903203|0|0|5
GJ 283 A||Gaia EDR3 5717278911884258176|WD 0738-172|5717278911884258176|07 40 22.06|-17 24 57.84|DZA|7461|145|7.976|0.026|0.561|0.022|-3.33|0.05|1.34||-3|<-8.0|||||||-9.05||<-9.0||-9.4|||||||-10.94|||||||||||-9.8||||||||||109.344|0.0181|9.15||||WDMS|||1138.69|-542.556|He|LHS 235;UCAC2 25277198;CSI-17-07381;** LUY 5693A;WISEA J074021.62-172454.8;USNO 517;L 745-46;CSI-17-07381 2;CCDM J07402-1725A;GCRV 58994;GEN# +9.85783003;PLX 1813;EGGR 54;LAWD 25;UBV 7373;PLX 1810.10;L 745-46 A;WD 0738-17;2MASS J07402064-1724481;CSI-17-07381 1;LTT 2915;WD 0738-172;IDS 07357-1710 A;GJ 283 A;LP 783-3;LFT 543;UCAC3 146-71201;LPM 269;UBV 7376;UCAC4 363-032829;NLTT 18271;TIC 289113764;DENIS J074020.7-172448;Zkh 109;GEN# +9.86745046;PM 07381-1717;PLX 1810.1;WDS J07402-1724A;Gaia EDR3 5717278911884258176;J0740-1724;Gaia DR2 5717278911884258176;WDJ074020.79-172449.16;J0740-1724;J0740-1725|-30.5|-29.2|30.2|13.3||13.28|13.06||12.89||12.72||12.61|0.03|12.58|0.04|12.58|0.04|13.104|0.001|||||||||13.104|0.001|13.0337|0|13.1874|0.0587|13.21|0.0012|13.2707|0.0049|12.9702|0.0028|13.0894|12.7477|0|1|2
GJ 3001||Gaia EDR3 2312821266302222720|WD 0000-345|2312821266302222720|00 02 40.29|-34 13 51.79|DC|6280|100|8.18|0.03|0.68|0.03|-3.76|0.04|3.23|0.35|||||||||||||||||||||||||||||||||||||||||67.52906109|0.028565476|14.81|||yes||81||152.2120207|-762.2205527|He|WG 1;LHS 1008;2MASS J00024008-3413386;WISEA J000240.21-341347.6;PLX 5810.01;GSC 06992-00580;LFT 1;GJ 3001;PM 00001-3430;LTT 3;WD 0000-34;TIC 70743424;APMPM J0003-3414;G 267-18;GEN# +9.80267018;EGGR 406;LP 936-69;LAWD 1;L 505-1;NLTT 8;LEHPM 84;WD 0000-345;BPS CS 22876-0024;HE 0000-3430;Gaia EDR3 2312821266302222720;Gaia DR2 2312821266302222720;WDJ000240.09-341339.59;J0002-3413;J0003-3414|-11.9|-43.7|3.2|15.42||14.27|15.03||14.73||14.43||14.12|0.02|14.02|0.04|13.92|0.06|||||||||||||||||||||14.880702|0.002361625|15.114378|14.485158|0|0|4
GJ 3016||Gaia EDR3 2418116963320446720|WD 0011-134|2418116963320446720|00 14 12.19|-13 11 12.53|DAH|5937|21|8.251|0.006|0.747|0.006|-3.85||4.38||||||||||||||||||||||<-11.789||||||||||||||||||||53.88086615|0.038864173|18.56||VAR|yes||16.7||-546.6949617|-714.9433483|H|WISEA J001412.38-131108.6;NLTT 699;UCAC2 27019701;USNO-B1.0 0768-00002445;2MASS J00141284-1310599;PHL 6421;LP 704-1;PLX 36.01;TIC 289712694;G 158-45;[SRH2004] A 6;LHS 1044;GJ 3016;WD 0011-134;Gaia EDR3 2418116963320446720;J0014-1311;Gaia DR2 2418116963320446720;WDJ001412.79-131101.09;J0014-1311;J0014-1310|-75.5|-31.1|-9.8|16.52||14.44|15.87||15.56||15.22||14.549|0.057|14.628|0.082|14.628|0.082|16.1225|0.00629|||||||||16.12249947|0.006196|15.75839996|0.001997|15.62310028|0.002846|15.6093998|0.00274|15.62460041|0.004229|15.758745|0.003074337|16.068424|15.274777|0|0|1
GJ 3031||Gaia EDR3 385105360675267840|WD 0019+423|385105360675267840|00 22 14.92|42 36 37.82|DC|5357|14|7.332|0.006|0.256|0.003|-3.85||1.64||||||||||||||||||||||||||||||||||||||||||28.98992334|0.053261127|34.49|||||||-184.4473911|-271.17449|He|WD 0019+423;PM J00222+4236;EGGR 459;2MASS J00221520+4236425;G 171-52;TIC 440160112;LSPM J0022+4236;Gaia DR2 385105360675267840;GJ 3031;WD 0019+42;USNO-B1.0 1326-00008914;NLTT 1139;Gaia EDR3 385105360675267840;J0022+4236;WDJ002215.19+423642.15;00222+4236;J0022+4236||||17.22||14|||16.6||||15.119|0.069|14.939|0.097|14.939|0.097|16.7535|0|||||||||16.76919937|0.002019|16.36359978|0.002483|16.21409988|0.002421|16.17980003|0.004316|16.16410065|0.006475|16.371044|0.003310983|16.704859|15.859005|0.001|0|1
GJ 3064||Gaia EDR3 2472557872820632320|WD 0053-117|2472557872820632320|00 55 50.25|-11 27 24.50|DA|7028|38|7.99|0.009|0.586|0.007|-3.43|0.04|1.53||||||||||||||||||||||<-11.291||||||||||||||||||||44.55728647|0.032979853|22.44|||||||-78.97566877|437.4130595|H|PHL 6902;GEN# +9.80270098;LAWD 7;TIC 408016357;L 796-10;USNO-B1.0 0785-00009221;CSI-11-00533;LP 706-65;Gaia DR2 2472557872820632320;WD 0053-117;UBV 838;G 270-98;LTT 524;EGGR 6;GJ 3064;WD 0052-117;WD 0053-11;2MASS J00555032-1127312;WISEA J005550.27-112726.8;NLTT 3080;Gaia EDR3 2472557872820632320;J0055-1127;WDJ005550.34-112731.50;J0055-1127||||15.62||13.45|15.25||14.9||14.77||14.348|0.041|14.291|0.069|14.291|0.069|15.3558|0.00695|||||||||15.35579967|0.007081|15.19050026|0.004064|15.1402998|0.003652|15.16800022|0.00246|15.19649982|0.002674|15.137896|0.001564953|15.330082|14.800025|0|0|3
GJ 3112||Gaia EDR3 4698424845771339520|WD 0141-675|4698424845771339520|01 43 00.07|-67 18 46.65|DAZ|6350|30|7.98|0.02|0.57|0.03|-3.6|0.04|1.82|0.13|||||||||||||||||||||||||||||||||||||||||102.9077814|0.01108138|9.72|||||||-329.2643422|-1018.509054|H|2MASS J01430103-6718293;GEN# +9.86088059;LFT 158;EC 01416-6733;TIC 24705587;GJ 3112;PM 01416-6732;Gaia DR2 4698424845771339520;WISEA J014300.36-671841.2;LTT 934;NLTT 5777;WD 0141-675;L 88-59;GCRV 26186;LHS 145;Gaia EDR3 4698424845771339520;014300.98-671830.35;WDJ014300.98-671830.35;J0143-6718|-21.8|-22.8|21.5|14.33||13.86|13.82||13.52||13.23||12.87|0.02|12.66|0.03|12.58|0.03|||||||||||||||||||||13.696558|0.000667868|13.942925|13.289191|0|1|2
GJ 3162||Gaia EDR3 5146358426863612160|WD 0230-144|5146358426863612160|02 32 37.95|-14 12 02.68|DA|5556|10|8.084|0.004|0.637|0.004|-3.96||3.81||||||||||||||||||||||<-12.382||||||||||||||||||||59.98534927|0.037285626|16.67|||||||35.94764344|-681.8382439|H|LHS 1415;WISEA J023237.92-141158.9;LP 710-47;EGGR 471;GJ 3162;NLTT 8284;TIC 66605369;2MASS J02323790-1411508;WD 0230-144;USNO 695;PLX 513.01;Gaia EDR3 5146358426863612160;J0232-1412;Gaia DR2 5146358426863612160;WDJ023237.91-141151.77;J0232-1411;J0232-1412|-20.7|-43.3|-13.3|16.46||14.8|15.77||15.34||14.93||14.261|0.048|14.13443|0.00633|14.161|0.068|16.0226|0.00485|||||||||16.02260017|0.004862|15.55790043|0.00154|15.37209988|0.001397|15.33870029|0.007128|15.29240036|0.003944|15.578784|0.002488785|15.962535|15.020095|0|0|3
GJ 3182||Gaia EDR3 453562088496088320|WD 0245+541|453562088496088320|02 48 35.65|54 23 16.30|DAZ|5048|15|8.102|0.005|0.644|0.005|-4.12||6.95||||||||||||||||||||||-12.7||||||||||||||||||||92.03619894|0.03017235|10.87|||||||-423.5459309|-385.2917593|H|USNO 585;WISEA J024835.91+542318.5;2MASS J02483643+5423225;LSPM J0248+5423;LHS 1446;EGGR 473;GJ 3182;NLTT 8988;TIC 470881332;WD 0245+54;USNO-B1.0 1443-00089405;PLX 561.01;Gaia DR2 453562088496088320;PM J02486+5423;WD 0245+541;uvby98 980174014;G 174-14;Gaia EDR3 453562088496088320;J0248+5423;WDJ024836.43+542322.46;02486+5423;J0248+5423|-16.4|10.9|-24.2|16.28||15.28|15.34||14.84||14.36||13.545|0.04|13.469|0.039|13.469|0.039|15.7124|0.00827|||||||||15.71240044|0.008268|15.08679962|0.003067|14.86120033|0.002148|14.75769997|0.004827|14.7159996|0.003999|15.117151|0.00174483|15.592888|14.4765625|0|0|1
GJ 3223||Gaia EDR3 3261591090771914240|WD 0322-019|3261591090771914240|03 25 11.30|-01 49 28.95|DAZH|5185|17|8.037|0.007|0.592|0.006|-4.01|0.04|5.57|||||||||-9.1||-8.3||-9.2||||||||-11.4|-9.55|||||||-9.9||-10.3||-8.7|||||||||59.06632711|0.057836663|16.93|||yes|DDu|0.12||235.8629628|-868.8995028|H|EGGR 566;NLTT 10871;uvby98 980077050;2MASS J03251103-0149139;LHS 1547;TIC 279198715;WD 0322-01;G 77-50;GJ 3223;WISEA J032511.20-014924.0;WD 0322-019;Gaia EDR3 3261591090771914240;J0325-0149;Gaia DR2 3261591090771914240;WDJ032511.05-014915.05;J0325-0149|-21.5|-66.8|-20.7|16.94||14.94|16.13||15.66||15.27||14.37|0.03|14.28|0.03|14.378|0.084|16.4009|0.00843|||||||||16.40089989|0.008775|15.86769962|0.00444|15.66450024|6.30E-05|15.59329987|0.004115|15.59010029|0.002017|15.907634|0.003993492|16.332634|15.304877|0|0|4
GJ 3259||Gaia EDR3 3301319572621418368|WD 0357+081|3301319572621418368|04 00 26.29|08 14 00.62|DA|5481|6|7.95|0.004|0.555|0.003|-3.91||2.82||||||||||||||||||||||<-11.881||||||||||||||||||||53.76923438|0.043360464|18.6|||||||-362.651481|-394.3309898|H|WISEA J040026.43+081402.9;G 7-16;NLTT 12339;G 80-40;TIC 356733852;LSPM J0400+0814;GJ 3259;LHS 1617;PM J04004+0814;USNO 590;WD 0357+081;USNO-B1.0 0982-00053057;LTT 11318;PLX 882.01;2MASS J04002668+0814069;Gaia EDR3 3301319572621418368;J0400+0814;WDJ040026.68+081406.93;Gaia DR2 3301319572621418368;04004+0814;J0400+0814|-25.3|-4.3|-36.8|16.62||14.58|15.887||15.51||15.09||14.343|0.056|14.122|0.057|14.122|0.057|16.129|0.00058|||||||||16.14500046|0.002649|15.67959976|0.001992|15.48859978|0.002865|15.43970013|0.003938|15.43319988|0.006737|15.695673|0.003354211|16.06824|15.144802|0|0|3
GJ 3285||Gaia EDR3 3307009304776119936|WD 0423+120|3307009304776119936|04 25 53.63|12 11 44.59|DC|5999|17|8.147|0.004|0.664|0.004|-3.77||3.71||||||||||||||||||||||||||||||||||||||||||62.38745759|0.035116166|16.03|||||||-91.38863848|-234.4322294|He|LP 475-70;LB 1320;WD 0423+12;WISEA J042553.67+121145.9;WD 0423+120;LSPM J0425+1211;LTT 17650;USNO-B1.0 1021-00046720;2MASS J04255373+1211485;G 83-10;UCAC2 36056803;UCAC4 511-007415;NLTT 13235;Gaia DR2 3307009304776119936;GJ 3285;TIC 60878053;uvby98 980083010;PM J04258+1211;Cl* Melotte 25 HAN 372;EGGR 169;Cl* Melotte 25 VA 377;Gaia EDR3 3307009304776119936;J0425+1211;WDJ042553.73+121148.34;04258+1211;J0425+1211|5.3|18.1|3.8|15.9||14.7|15.42||15.11||14.8||14.347|0.042|14.249|0.065|14.249|0.065|15.5671|0.00426|15.62|0.02|15.28|0.07|15.25|0.09|||15.56709957|0.004866|15.28919983|0.004038|15.18770027|0.002108|15.2027998|0.004367|15.22179985|0.001787|15.268687|0.002126581|15.520822|14.848667|0|0|3
GJ 3288||Gaia EDR3 3283853143218651264|WD 0423+044|3283853143218651264|04 26 21.37|04 32 21.50|DA|4933|12|8.212|0.006|0.715|0.006|-4.22|0.04|8.62||||||||||||||||||||||||||||||||||||||||||47.06626164|0.0682972|21.25|||||||633.099117|-570.4708279|H|2MASS J04262070+0432305;WD 0423+044;TIC 448847557;Gaia DR2 3283853143218651264;LSPM J0426+0432;LP 535-11;EGGR 482;USNO-B1.0 0945-00042458;PM J04263+0432;GAT 1371;LHS 1670;GJ 3288;NLTT 13257;WD 0423+04;Gaia EDR3 3283853143218651264;J0426+0432;WDJ042620.70+043230.62;04263+0432;J0426+0432|-6.9|-80.5|17.2|18.14||15.57|17.14||16.6||16.11||15.182|0.075|15.168|0.15|15.168|0.15|17.4787|0.00462|||||||||17.50839996|0.003859|16.83289909|0.003135|16.55380058|0.003816|16.45870018|0.0048|16.42399979|0.009266|16.870626|0.008763812|17.365|16.207048|0|0|1
GJ 3306||Gaia EDR3 3186021141200137472|WD 0435-088|3186021141200137472|04 37 47.66|-08 49 35.46|DQ|6275|7|7.907|0.002|0.519|0.002|-3.61|0.04|1.91||<-2.7|-6.43|||<-9||||||||||||||||||||||||||||||||||||106.3389897|0.015222114|9.4|||||||238.3809873|-1552.407986|He|WD 0435-088;PLX 1026.01;LFT 367;LTT 2049;EGGR 41;TIC 55997020;USNO 593;GJ 3306;NLTT 13658;WD 0435-08;WISEA J043747.57-084926.7;UBV 4469;PM 04354-0854;2MASS J04374739-0849089;LP 655-42;CSI-08-04354;LHS 194;L 879-14;Gaia EDR3 3186021141200137472;J0437-0849;Gaia DR2 3186021141200137472;WDJ043747.41-084910.62;J0437-0849|-25.1|-63.2|-21.6|14.08||13.88|13.75||13.44||13.18||12.85|0.03|12.79|0.03|12.763|0.035|13.8631|0.00241|||||||||13.85770035|0.000245|13.61180019|0.004293|13.6012001|0.001|13.66110039|0.001423|13.66479969|2.30E-05|13.600672|0.000301683|13.80703|13.237787|0|0|4
GJ 3329||Gaia EDR3 2982808337003815040|WD 0503-174|2982808337003815040|05 05 52.65|-17 22 32.86|DAH|5328|9|7.855|0.005|0.5|0.004|-3.75||2.7||||||||||||||||||||||||||||||||||||||||||51.68353213|0.032835796|19.35|||yes||7.3||169.4056084|663.7062266|H|2MASS J05055243-1722440;LP 777-1;WD 0503-174;WISEA J050552.58-172236.6;Gaia DR2 2982808337003815040;USNO 594;GJ 3329;PLX 1151.01;LHS 1734;NLTT 14498;TIC 169379648;Gaia EDR3 2982808337003815040;J0505-1722;050552.46-172243.48;WDJ050552.46-172243.48;J0505-1722|32.2|42.5|41|16.73||14.3|15.97||15.57||15.11||14.33|0.05|14.23|0.05|14.397|0.086|16.2547|0.00216|||||||||16.25469971|0.002156|15.78750038|2.10E-05|15.58769989|0.010316|15.51150036|0.002029|15.47130013|0.006319|15.784489|0.002528858|16.174978|15.215876|0|0|5
GJ 3339||Gaia EDR3 3242153305741855744|WD 0511+079|3242153305741855744|05 14 03.27|08 00 10.24|DA|6627|16|8.336|0.004|0.806|0.004|-3.74|0.05|3.72||||||||||||||||||||||<-11.471||||||||||||||||||||46.58883911|0.046113044|21.46|||||||-221.4588455|-305.4617134|H|TIC 408192581;GJ 3339;LSPM J0514+0800;G 84-41;NLTT 14711;USNO-B1.0 0980-00069542;GEN# +9.80084041;Gaia DR2 3242153305741855744;WD 0511+079;2MASS J05140349+0800151;EGGR 524;LTT 17767;PM J05140+0800;GAT 1373;G 97-29;Gaia EDR3 3242153305741855744;J0514+0800;WDJ051403.50+080015.12;G84-041;05140+0800;J0514+0800|-14.5|-9.2|-30.6|16.3||14.19|15.87||15.7||15.33||14.924|0.064|14.863|0.082|14.863|0.082|16.028|0.00239|||||||||16.02190018|0.003201|15.79629993|0.002403|15.72119999|0.00252|15.73770046|0.003703|15.75370026|0.008745|15.768331|0.003603668|16.005846|15.384538|0|0|3
GJ 3392||Gaia EDR3 3324181683539044224|WD 0618+067|3324181683539044224|06 20 48.33|06 45 16.91|DA|5879|5|8.149|0.003|0.68|0.003|-4.05||3.59||||||||||||||||||||||||||||||||||||||||||41.62422631|0.075575225|24.02|||||||537.6228831|-13.52267553|H|NLTT 16399;uvby98 980105030;WD 0618+06;TIC 167395275;2MASS J06204774+0645171;WD 0618+067;USNO-B1.0 0967-00092666;USNO 508;PLX 1472.01;PM J06207+0645;LHS 1838;LSPM J0620+0645;G 105-30;G 106-40;GJ 3392;Gaia EDR3 3324181683539044224;J0620+0645;WDJ062047.75+064517.12;Gaia DR2 3324181683539044224;LHS 1839;06207+0645;J0620+0645|-9|-26.9|49.9|16.97||14.98|16.37||16.05||15.67||15.25686|0.00351|14.97553|0.00401|14.91456|0.00927|17.57208|0.01045|16.626|0.005|16.221|0.004|16.08|0.004|16.056|0.007|16.59819984|0.001075|16.23080063|0.002198|16.09199905|0.002893|16.0625|0.002662|16.05509949|0.001897|16.246967|0.004486379|16.561512|15.746234|0|0|1
GJ 3410||Gaia EDR3 3126453655659835136|WD 0644+025|3126453655659835136|06 47 21.71|02 31 09.31|DA|7132|21|8.607|0.003|0.984|0.003|-3.79|0.03|4.33||||||||||||||||||||||<-11.057||||||||||||||||||||55.26764708|0.03672693|18.09|||||||-412.0329842|24.83599382|H|PLX 1588.02;LSPM J0647+0231;GJ 3410;USNO 513;NLTT 16991;PM J06473+0231;GEN# +9.80108026;2MASS J06472215+0231088;TIC 234222721;WD 0644+025;EGGR 484;WD 0644+02;Gaia DR2 3126453655659835136;USNO-B1.0 0925-00135271;G 108-26;Gaia EDR3 3126453655659835136;J0647+0231;WDJ064722.15+023108.91;06473+0231;G108-36;J0647+0231|9.4|15.1|-30.9|16.02||14.37|15.67||15.46||15.18||14.79246|0.00308|14.77079|0.00858|14.576|0.103|15.7727|0.02704|||||||||15.7798996|0.002946|15.63609982|0.004512|15.61079979|0.003716|15.65219975|0.003725|15.66320038|0.005401|15.585516|0.001791256|15.764377|15.263055|0|0|2
GJ 3420||Gaia EDR3 890661253803216896|WD 0657+320|890661253803216896|07 00 52.11|31 57 34.30|DA|4911|13|7.952|0.007|0.55|0.006|-4.1||5.85||||||||||||||||||||||||||||||||||||||||||50.97030099|0.053303834|19.62|||||||353.8431439|-595.688853|H|LP 308-10;LHS 1889;NLTT 17270;WD 0657+320;USNO 819;LSPM J0700+3157;GJ 3420;2MASS J07005161+3157450;USNO-B1.0 1219-00151077;Gaia DR2 890661253803216896;PM J07008+3157;TIC 165102317;EGGR 485;PLX 1641.01;WD 0657+32;Gaia EDR3 890661253803216896;J0700+3157;WDJ070051.66+315743.83;07008+3157;J0700+3157|-31.7|-52.9|13.2|17.64||14.67|16.593||16.09||15.61||14.674|0.05|14.665|0.082|14.665|0.082|16.972|0.00448|||||||||16.97200012|0.004563|16.31529999|0.005306|16.03140068|0.004194|15.93159962|0.00547|15.89700031|0.015776001|16.333796|0.007946556|16.840723|15.682008|0|0|1
GJ 3529||Gaia EDR3 1123700235048742016|WD 0900+734|1123700235048742016|09 05 31.68|73 14 47.38|DC|5199|11|8.027|0.005|0.598|0.005|-4.01||4.98||||||||||||||||||||||||||||||||||||||||||38.95967566|0.05557456|25.67|||||||-337.9130689|-472.6964594|H|G 252-27;TIC 266474478;EGGR 349;LP 36-115;WD 0900+734;LHS 2101;Gaia DR2 1123700235048742016;PM J09055+7314;GJ 3529;USNO-B1.0 1632-00076053;2MASS J09053288+7314546;LSPM J0905+7314;WD 0900+73;NLTT 20850;Gaia EDR3 1123700235048742016;J0905+7314;WDJ090532.93+731454.95;09055+7314;J0905+7314||||17.2||14.76|||16.5||||15.27|0.11|15.13|0.13|15.132|0.132|17.2763|0.0031|||||||||17.27630043|0.002951|16.72979927|0.002644|16.50550079|0.002284|16.43309975|0.00459|16.40399933|0.004593|16.751043|0.003840708|17.191505|16.147402|0.001|0|0
GJ 3565||Gaia EDR3 3820383996887145088|WD 0941-068|3820383996887145088|09 43 46.56|-07 03 55.64|DA|5991|18|7.956|0.006|0.562|0.004|-3.71||2.19||||||||||||||||||||||||||||||||||||||||||34.77579322|0.04819578|28.76|||||||-51.39503363|-431.6592485|H|G 161-68;NLTT 22454;LHS 6171;WD 0941-068;WD 0941-06;2MASS J09434662-0703482;Gaia DR2 3820383996887145088;GJ 3565;GEN# +9.80161068;TIC 95995523;PLX 2306.01;Gaia EDR3 3820383996887145088;J0943-0703;WDJ094346.61-070348.73;J0943-0703||||16.98||14.24|16.43||16.11||15.78||15.06323|0.00703|14.97781|0.01367|14.99|0.133|16.5922|0.00454|||||||||16.59219933|0.00425|16.2560997|0.007564|16.13570023|0.00354|16.13059998|0.00368|16.12140083|0.00736|16.263456|0.003618478|16.548912|15.793826|0|0|2
GJ 3614||Gaia EDR3 3553682127126319360|WD 1036-204|3553682127126319360|10 38 55.24|-20 40 48.01|DQP*|5362|9|8.454|0.003|0.868|0.003|-4.14|0.04|7.03|||-6.56|||||||||||||||||||||||||||||||||||||||70.83755934|0.045167703|14.12|||yes||50||-288.0413413|551.3698174|He|LP 790-29;GJ 3614;WISEA J103855.35-204050.9;TIC 179299789;EC 10365-2025;WD 1036-204;2MASS J10385559-2040572;NLTT 24944;LTT 3902;LHS 2293;EGGR 535;Gaia EDR3 3553682127126319360;J1038-2040;Gaia DR2 3553682127126319360;LHS 2393;WDJ103855.57-204056.83;J1038-2040|36|17.9|20.7|16.37||15.48|16.25||15.54||15.33||14.346|0.041|14.07629|0.00646|14.035|0.067|16.6393|0.00698|||||||||16.63929939|0.006982|15.72500038|0.002002|15.72430038|0.002174|15.72070026|0.002208|15.66880035|0.004506|15.838033|0.011076278|16.092281|15.345789|0|0|5
GJ 3710||Gaia EDR3 1575357587146077056|WD 1208+576|1575357587146077056|12 11 30.09|57 24 11.34|DAZ|5887|11|8.02|0.003|0.6|0.003|-3.65||2.54||||||||||||||||||||||-10.96||||||||||||||||||||50.07790021|0.027994908|19.97|||||||413.8312371|-369.011316|H|TIC 224288915;WISEA J121129.81+572413.3;PM J12114+5724;USNO 616;2MASS J12112923+5724175;GJ 3710;Gaia DR2 1575357587146077056;LHS 2522;WD 1208+576;LSPM J1211+5724;WD 1208+57;PLX 2809.01;G 197-47;USNO-B1.0 1474-00268213;NLTT 29898;Gaia EDR3 1575357587146077056;J1211+5724;WDJ121129.27+572417.24;12114+5724;J1211+5724|-45.5|-10.6|23|16.35||14.01|15.79||15.41||15.04||14.65752|0.00479|14.362|0.052|14.458|0.095|16.97374|0.00765|16.006|0.003|15.61|0.003|15.468|0.003|15.438|0.005|16.00279999|0.02159|15.62909985|0.003544|15.4776001|0.002138|15.45559978|0.005148|15.45059967|0.001602|15.622568|0.001867721|15.935187|15.132704|0.001|0|1
GJ 3768||Gaia EDR3 1726678630833373824|WD 1309+853|1726678630833373824|13 08 43.84|85 02 24.15|DAP|5375|17|8.156|0.007|0.681|0.006|-4.01||5.5||||||||||||||||||||||||||||||||||||||||||60.71101974|0.028362986|16.47|||yes||4.9||214.4302863|-250.7121185|H|LP 7-226;PLX 3031.01;GEN# +9.80256007;PM J13086+8502;LP 8-46;2MASS J13084106+8502283;GAT 1377;NLTT 33249;G 256-7;WD 1309+85;TIC 154903874;GJ 3768;WISEA J130842.93+850225.5;USNO-B1.0 1750-00025127;Gaia DR2 1726678630833373824;WD 1309+853;EGGR 436;LSPM J1308+8502;Gaia EDR3 1726678630833373824;J1308+8502;WDJ130841.20+850228.16;G256-007;13086+8502;J1308+8502|-16.3|-1.3|15.4|16.77||14.93|15.99||15.9||||14.459|0.062|14.342|0.089|14.342|0.09|16.3068|0.00496|||||||||16.30680084|0.00496|15.76119995|0.017391|15.58040047|0.002747|15.5170002|0.006395|15.48740005|0.004863|15.808544|0.003683611|16.229452|15.227294|0|0|1
GJ 3866||Gaia EDR3 6282457918962299776|WD 1444-174|6282457918962299776|14 47 24.11|-17 42 21.24|DC|4794|17|8.348|0.007|0.796|0.007|-4.33|0.03|7.91||0.3||||||||||||||||||||||||||||||||||||||||75.19475017|0.05011494|13.3|||||||-1098.518189|-342.944211|He|Gaia DR2 6282457918962299776;WD 1444-174;2MASS J14472548-1742151;NLTT 38361;LHS 378;TIC 331819924;LP 801-9;WISEA J144724.54-174219.3;GJ 3866;Gaia EDR3 6282457918962299776;J1447-1742;WDJ144725.34-174215.75;J1447-1742|33|-61.4|17.6|17.37||15.77|16.43||15.9||15.44||14.84|0.03|14.65|0.03|14.724|0.108|16.7648|0.00864|||||||||16.76479912|0.008635|16.12960052|0.002739|15.87440014|0.002412|15.78569984|0.00294|15.70740032|0.005384|16.157278|0.006093256|16.636406|15.525452|0|0|1
GJ 4012||Gaia EDR3 5921433963191695872|WD 1733-544|5921433963191695872|17 37 00.55|-54 26 03.88|DA|6542|85|8.35|0.11|0.67|0.02|-3.65|0.01|2.37|0.14|||||||||||||||||||||||||||||||||||||||||49.41402789|0.03826525|20.24|||||||-92.41629827|-457.0772599|H|LAWD 68;uvby98 986270137;2MASS J17370071-5425565;NLTT 45102;L 270-137;NSV 9208;WISEA J173700.59-542601.8;WD 1733-544;UCAC4 178-207722;GJ 4012;TIC 74097450;LTT 6999;BPM 24960;Gaia DR2 5921433963191695872;USNO-B1.0 0355-00740073;Gaia EDR3 5921433963191695872;WDJ173700.72-542556.56;J1737-5425;J1737-5426||||16.16||13.99|15.8||15.41||15.17||14.89||14.55||14.46||||||||||||||||||||||15.594002|0.004849169|15.781888|15.149061|0.001|0|3
